controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
62263351-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;093a. Volta Redonda;093a. Volta Redonda;21:33:44;13:40;Padre josino;Volta Redonda;AISP 28;RISP 05;Via pública;masculino;25;branca;Ignorado;Ignorado;Ignorado;Padre josimo;Volta redonda;3/05/2018;3/05/2018;22/04/1993
62264811-2018;2018;maio;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;023a. Meier;021a. Bonsucesso;13:24:28;09:01;Jacarezinho;Rio de Janeiro;AISP 22;RISP 01;Residência;masculino;64;branca;1º Grau incompleto;Pintor(a);Nenhuma;Jacare;Rio de janeiro;19/04/2018;2/05/2018;10/10/1953
62265411-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;20:44:03;16:20;Campo belo;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino;28;ignorado;Ignorado;Ignorado;Nenhuma;Areal;Angra dos reis;19/08/2018;19/08/2018;18/11/1989
62273711-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;09:37:44;07:20;Costazul;Rio das Ostras;AISP 32;RISP 06;Via pública;masculino; ;parda;Sem informação;sem informação;Nenhuma;sem informação;sem informação;13/06/2018;13/06/2018; 
62328251-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;11:36:27;16:00;Centro;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;42;branca;Ignorado;Doceiro(a);Ignorado;Vila dos coroados;Sao fidelis;14/10/2018;14/10/2018;22/06/1976
62340861-2018;2018;maio;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;006a. Cidade Nova;02:57:00;00:30;Rio comprido;Rio de Janeiro;AISP 04;RISP 01;Ignorado;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/05/2018;14/05/2018; 
62340991-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;08:15:51;20:00;Nova angra;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino;27;branca;Ignorado;Ignorado;Nenhuma;.;Angra dos reis;5/12/2018;5/12/2018;17/04/1991
62384051-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;02:55:30;00:40;Senador camara;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;29/09/2018;29/09/2018; 
62394141-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;01:47:13;22:20;Centro;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;7/12/2018;7/12/2018; 
62410801-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;063a. Japerí;063a. Japerí;12:58:51;07:00;Santa ines;Japeri;AISP 24;RISP 03;Hospital, clinica e similares;masculino;18;preta;2º Grau incompleto;Estudante;Ignorado;Jardim olavo bilac;Duque de caxias;7/12/2018;7/12/2018;21/10/2000
62433151-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;167a. Parati;167a. Parati;17:02:46;17:00;Mangueira;Paraty;AISP 33;RISP 05;Via pública;masculino;15;ignorado;Ignorado;Ignorado;Ignorado;< bairro nao cadastrado >;Parati;8/05/2018;8/05/2018;29/01/2003
62433151-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;167a. Parati;167a. Parati;17:02:46;17:00;Mangueira;Paraty;AISP 33;RISP 05;Via pública;masculino;18;parda;Ignorado;Ignorado;Ignorado;Mangueira;Parati;8/05/2018;8/05/2018;12/12/1999
62440961-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;072a. São Gonçalo;18:21:58;07:00;Boassu;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;32;branca;Sem informação;sem informação;Nenhuma;sem informação;sem informação;25/08/2018;25/08/2018;3/01/1986
62478711-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;159a. Cachoeira de Macacú;159a. Cachoeira de Macacú;11:17:26;06:00;Quizanga;Cachoeiras de Macacu;AISP 35;RISP 04;Sítio;feminino;74;branca;2º Grau completo;Aposentado(a);Ignorado;Matumbo;Cachoeiras de macacu;13/06/2018;19/06/2018;17/12/1943
62497581-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;21:18:03;03:00;Sao joao;São Pedro da Aldeia;AISP 25;RISP 04;Residência;masculino; ;branca;Sem informação;sem informação;Cunhado(a);Sao joao;Sao pedro da aldeia;14/05/2018;14/05/2018; 
62506981-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;023a. Meier;034a. Bangu;10:22:04;20:25;Senador camara;Rio de Janeiro;AISP 14;RISP 02;Hospital, clinica e similares;masculino;20;preta;1º Grau incompleto;Estudante;Nenhuma;Senador camara;Rio de janeiro;19/08/2018;20/08/2018;24/06/1998
62507281-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;089a. Resende;089a. Resende;18:18:33;13:30;Visconde de maua;Resende;AISP 37;RISP 05;Via pública;masculino;33;branca;2º Grau incompleto;Motociclista;Nenhuma;Fazenda lajinha;Bocaina de minas;1/09/2018;1/09/2018;22/10/1984
62507991-2018;2018;dezembro;Homicídio Provocado por Asfixia;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;18:56:31;18:00;Jardim itaipu;Belford Roxo;AISP 39;RISP 03;Residência;feminino;10;parda;1º Grau incompleto;Estudante;Ignorado;Itaipu;Nova iguacu;8/12/2018;8/12/2018;8/07/2008
62521411-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;07:32:14;03:00;Santa rita;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;20;amarela;Ignorado;Ignorado;Ignorado;sem informação;sem informação;14/07/2018;14/07/2018;1/03/1998
62532671-2018;2018;maio;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;02:50:22;00:00;Pavuna;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino;25;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;28/05/2018;28/05/2018;12/04/1993
62563431-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;038a. Braz de Pina;19:56:35;15:00;Parada de lucas;Rio de Janeiro;AISP 16;RISP 01;Via pública;masculino;29;branca;Ignorado;sem informação;Nenhuma;sem informação;sem informação;2/08/2018;2/08/2018;6/09/1988
62578221-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;067a. Guapimirim;23:40:32;04:30;Santa;Guapimirim;AISP 34;RISP 03;Via pública;masculino;21;preta;1º Grau incompleto;Estudante;Ignorado;Prata;Teresopolis;29/12/2018;29/12/2018;24/11/1997
62601271-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;07:36:48;03:00;Praca de eden;São João de Meriti;AISP 21;RISP 03;Via pública;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;22/02/2018;22/02/2018; 
62605791-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;030a. Marechal Hermes;08:14:10;02:00;Bento ribeiro;Rio de Janeiro;AISP 09;RISP 02;Ignorado;masculino;38;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;28/04/2018;28/04/2018;20/06/1979
62607271-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;038a. Braz de Pina;17:35:22;20:30;sem informação;Rio de Janeiro;AISP 16;RISP 01;Via pública;masculino;43;parda;3º Grau incompleto;Policial militar;Ignorado;Inhauma;Rio de janeiro;8/05/2018;8/05/2018;20/07/1974
62607271-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;038a. Braz de Pina;17:35:22;20:30;sem informação;Rio de Janeiro;AISP 16;RISP 01;Via pública;masculino;30;preta;2º Grau completo;Ignorado;Ignorado;sem informação;Rio de janeiro;8/05/2018;8/05/2018;4/12/1987
62643301-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;15:18:15;09:42;Jardim republica;São Gonçalo;AISP 07;RISP 04;Outros;masculino;26;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;26/03/2018;26/03/2018;29/11/1991
62723641-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;121a. Casimiro de Abreu;121a. Casimiro de Abreu;11:58:28;20:20;Barra de sao joao;Casimiro de Abreu;AISP 32;RISP 06;Via pública;masculino;24;parda;2º Grau incompleto;Outros;Ignorado;< bairro nao cadastrado >;Casimiro de abreu;20/03/2018;20/03/2018;19/03/1994
62723641-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;121a. Casimiro de Abreu;121a. Casimiro de Abreu;11:58:28;20:20;Barra de sao joao;Casimiro de Abreu;AISP 32;RISP 06;Via pública;masculino;30;branca;1º Grau incompleto;Desempregado(a);Ignorado;Anchieta;Nilopolis;20/03/2018;20/03/2018;4/03/1988
62740161-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;11:18:39;04:00;Miguel couto;Nova Iguaçu;AISP 20;RISP 03;Outros;feminino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/04/2018;14/04/2018; 
62797311-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;22:46:26;16:08;Boavista;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;39;branca;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;30/09/2018;30/09/2018;29/01/1979
62797311-2018;2018;setembro;Roubo de Veículo;Roubo de veículo;Roubo;Não;casos;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;22:46:26;16:00;Boa vista ii;São Gonçalo;AISP 07;RISP 04;Via pública;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;30/09/2018;30/09/2018; 
62799441-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;036a. Santa Cruz;20:08:00;20:00;Sta cruz;Rio de Janeiro;AISP 27;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;13/10/2018;13/10/2018; 
62803251-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;035a. Campo Grande;23:01:42;21:00;Campo grande;Rio de Janeiro;AISP 40;RISP 02;Via pública;masculino; ;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;14/05/2018;14/05/2018; 
62900961-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;00:53:09;22:00;Bananeiras;Araruama;AISP 25;RISP 04;Via pública;masculino;33;parda;Ignorado;Ignorado;Ignorado;< bairro nao cadastrado >;Araruama;11/07/2018;11/07/2018;29/06/1985
62914311-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;031a. Ricardo Albuquerque;031a. Ricardo Albuquerque;06:38:15;01:00;Anchieta;Rio de Janeiro;AISP 41;RISP 02;Favela;masculino; ;preta;Sem informação;sem informação;Nenhuma;sem informação;sem informação;14/06/2018;14/06/2018; 
62938131-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;22:55:23;19:50;Vila de cava;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;38;branca;1º Grau completo;Servente;Nenhuma;Jardim corumba;Nova iguacu;15/07/2018;15/07/2018;22/07/1979
62952731-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;128a. Rio das Ostras;00:42:27;19:30;Serramar;Rio das Ostras;AISP 32;RISP 06;Residência;masculino;26;branca;1º Grau incompleto;Outros;Ignorado;Palmital;Rio das ostras;16/10/2018;16/10/2018;4/10/1992
63084281-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;17:05:41;02:30;Pereque;Angra dos Reis;AISP 33;RISP 05;Residência;masculino;30;parda;Ignorado;Ignorado;Nenhuma;Pereque;Angra dos reis;3/06/2018;2/06/2018;11/09/1987
63096891-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;040a. Honório Gurgel;11:33:36;10:30;Barros filho;Rio de Janeiro;AISP 09;RISP 02;Ignorado;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;6/02/2018;6/02/2018; 
63111401-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;158a. Bom Jardim;158a. Bom Jardim;11:38:46;20:00;Alto do sao jose;Bom Jardim;AISP 11;RISP 07;Residência;masculino;46;parda;Não alfabetizado(a);Lavrador;Ignorado;Alto do santo antonio;Bom jardim;8/06/2018;8/06/2018;15/11/1971
63155011-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;032a. Taquara;21:37:38;04:00;Jacarepagua;Rio de Janeiro;AISP 18;RISP 02;Ignorado;masculino;32;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;11/02/2018;11/02/2018;23/02/1985
63176601-2018;2018;julho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;19:04:30;15:00;Barro vermelho;São Gonçalo;AISP 07;RISP 04;Sem informação;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;31/07/2018;31/07/2018; 
63201411-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;134a. Campos;134a. Campos;16:34:21;05:55;Parque pecuaria;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;30;parda;Ignorado;Ignorado;Ignorado;Parque santa helena;Campos dos goytacazes;18/03/2018;18/03/2018;30/03/1987
63209231-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;15:06:41;20:10;Bangu;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;44;preta;2º Grau completo;Outros;Ignorado;Bangu;Rio de janeiro;4/05/2018;4/05/2018;25/03/1974
63212651-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;030a. Marechal Hermes;14:53:40;18:00;Marechal hermes;Rio de Janeiro;AISP 09;RISP 02;Via pública;masculino;33;ignorado;Ignorado;Policial militar;Ignorado;Marechal hermes;Rio de janeiro;9/09/2018;9/09/2018;27/03/1985
63217171-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;039a. Pavuna;20:17:47;22:30;Pavuna;Rio de Janeiro;AISP 41;RISP 02;Via pública;masculino;28;parda;2º Grau incompleto;Vigilante;Ignorado;Campo alegre;Nova iguacu;26/04/2018;26/04/2018;22/10/1989
63218881-2018;2018;agosto;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;124a. Saquarema;124a. Saquarema;00:05:50;19:00;< bairro nao cadastrado >;Saquarema;AISP 25;RISP 04;Via pública;masculino; ;preta;Sem informação;sem informação;Nenhuma;sem informação;sem informação;15/08/2018;15/08/2018; 
63218881-2018;2018;agosto;Roubo a Estabelecimento Comercial - Tentativa;Outros;não se aplica;Não;casos;124a. Saquarema;124a. Saquarema;00:05:50;19:00;< bairro nao cadastrado >;Saquarema;AISP 25;RISP 04;Via pública;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;15/08/2018;15/08/2018; 
63237501-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;07:20:05;00:00;Centro;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;30;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;22/11/2018;22/11/2018;5/09/1988
63237501-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;07:20:05;00:00;Centro;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;34;parda;1º Grau incompleto;Biscateiro(a);Ignorado;Sobrinho;Belford roxo;22/11/2018;22/11/2018;8/11/1984
63237731-2018;2018;julho;Homicídio Provocado por Queimaduras;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;03:36:38;21:20;Jardim prainha, parque dos art;Magé;AISP 34;RISP 03;Residência;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;1/07/2018;1/07/2018; 
63269211-2018;2018;abril;Homicídio Provocado por Queimaduras;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;04:33:36;21:00;Largo da ideia;São Gonçalo;AISP 07;RISP 04;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;24/04/2018;24/04/2018; 
63280771-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;093a. Volta Redonda;093a. Volta Redonda;18:26:04;12:00;Tres pocos;Volta Redonda;AISP 28;RISP 05;Ignorado;masculino;17;preta;Ignorado;Ignorado;Ignorado;Tres pocos;Volta redonda;14/08/2018;14/08/2018;3/07/2001
63323861-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;029a. Madureira;029a. Madureira;08:12:14;05:00;Cascadura;Rio de Janeiro;AISP 09;RISP 02;Via pública;masculino;22;parda;2º Grau incompleto;Estudante;Nenhuma;Cascadura;Rio de janeiro;16/04/2018;16/04/2018;19/06/1995
63375591-2018;2018;dezembro;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;16:21:22;08:30;Gloria;Queimados;AISP 24;RISP 03;Residência;feminino;23;branca;Ignorado;Ignorado;Ignorado;< bairro nao cadastrado >;Nova iguacu;5/12/2018;5/12/2018;15/09/1995
63461941-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;050a. Itaguaí;07:49:55;19:00;Brisa mar;Itaguaí;AISP 24;RISP 03;Residência;masculino;49;preta;Ignorado;Ignorado;Ignorado;sem informação;Itaguai;27/01/2018;28/01/2018;10/03/1968
63502261-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;02:09:38;17:00;Bom pastor;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;22;branca;1º Grau incompleto;Não possui;Ignorado;Jardim metropole;sem informação;12/07/2018;12/07/2018;8/09/1995
63505521-2018;2018;novembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;00:08:46;23:00;Morro do carmo;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino; ;ignorado;Sem informação;sem informação;Ignorado;Morro do carmo;Angra dos reis;6/11/2018;6/11/2018; 
63510631-2018;2018;julho;Feminicídio;Homicídio doloso;não se aplica;Não;vítimas;089a. Resende;089a. Resende;17:37:29;23:00;Alegria;Resende;AISP 37;RISP 05;Residência;feminino;46;branca;2º Grau completo;Outros;Nenhuma;Vicentino;Resende;4/07/2018;4/07/2018;9/03/1972
63543521-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;010a. Botafogo;010a. Botafogo;15:01:17;10:00;Botafogo;Rio de Janeiro;AISP 02;RISP 01;Hospital, clinica e similares;masculino;65;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;4/06/2018;4/06/2018;19/05/1953
63549571-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;147a. São Francisco de Itabapoana;147a. São Francisco de Itabapoana;19:14:29;15:00;Centro;São Francisco de Itabapoana;AISP 08;RISP 06;Via pública;masculino;26;parda;Ignorado;Ignorado;Ignorado;Guarus;Campos dos goytacazes;13/02/2018;13/02/2018;6/12/1991
63554851-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;19:33:38;14:50;Bela vista;Itaboraí;AISP 35;RISP 04;Residência;masculino;20;parda;Ignorado;Desempregado(a);Ignorado;Bela vista;Itaborai;14/04/2018;14/04/2018;1/04/1998
63571871-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;12:24:41;10:00;Unamar;Cabo Frio;AISP 25;RISP 04;Via pública;masculino;49;branca;1º Grau completo;Motorista;Ignorado;Unamar;Sao pedro da aldeia;5/03/2018;5/03/2018;18/01/1969
63583011-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;07:50:24;05:00;Corte oito/circular;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;29;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;17/08/2018;17/08/2018;20/07/1989
63595211-2018;2018;agosto;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;074a. Alcantara;074a. Alcantara;09:43:27;05:00;Colubande;São Gonçalo;AISP 07;RISP 04;Hospital, clinica e similares;masculino;17;parda;1º Grau incompleto;Outros;Nenhuma;Sao miguel;Iguaba grande;29/08/2018;31/08/2018;18/07/2001
63633641-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;03:24:01;21:50;Porto novo;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;32;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;5/01/2018;5/01/2018;10/08/1985
63646481-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;12:55:47;07:30;Anaia pequeno;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;20;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;9/11/2018;9/11/2018;9/09/1998
63646481-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;12:55:47;07:30;Anaia pequeno;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;19;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;9/11/2018;9/11/2018;20/02/1999
63680921-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;22:03:14;17:30;< bairro nao cadastrado >;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;24;preta;1º Grau incompleto;Desempregado(a);Ignorado;< bairro nao cadastrado >;Campos dos goytacazes;15/10/2018;15/10/2018;15/05/1994
63686841-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;20:21:25;14:00;Barra de macae;Macaé;AISP 32;RISP 06;Rio;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;30/06/2018;30/06/2018; 
63712441-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;21:04:58;17:45;Maua;Magé;AISP 34;RISP 03;Praia;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;8/01/2018;8/01/2018; 
63713881-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;036a. Santa Cruz;036a. Santa Cruz;17:57:53;04:00;Santa cruz;Rio de Janeiro;AISP 27;RISP 02;Via pública;feminino;31;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;14/09/2018;13/09/2018;13/02/1987
